,Group,apx_1,apx_2,apx_3,descriptor,axis,bucket,Ethnicity,Gender
21844,"('THAI', 'F')",32.27,73.1,71.47,wearing a miniskirt,,,THAI,F
3594,"('CHINESE', 'F')",31.47,61.33,68.92,wearing a miniskirt,,,CHINESE,F
23304,"('TURKISH', 'M')",31.82,90.28,89.21,wearing a miniskirt,,,TURKISH,M
16004,"('ITALIAN', 'M')",33.96,140.56,127.92,wearing a miniskirt,,,ITALIAN,M
24764,"('THAI', 'M')",34.35,69.72,69.23,wearing a miniskirt,,,THAI,M
16734,"('JAPANESE', 'F')",27.78,68.17,71.58,wearing a miniskirt,,,JAPANESE,F
26224,"('BALTIC', 'F')",30.01,57.93,64.53,wearing a miniskirt,,,BALTIC,F
25494,"('HUNGARIAN', 'F')",30.68,79.49,80.67,wearing a miniskirt,,,HUNGARIAN,F
12335,"('HUNGARIAN', 'M')",65.08,356.22,288.36,wearing fancy clothes,,,HUNGARIAN,M
13065,"('INDIAN', 'F')",68.61,333.7,374.63,wearing fancy clothes,,,INDIAN,F
18175,"('KOREAN', 'M')",62.32,287.03,303.64,wearing fancy clothes,,,KOREAN,M
5765,"('DUTCH', 'M')",65.75,305.94,283.56,wearing fancy clothes,,,DUTCH,M
15255,"('ITALIAN', 'F')",67.6,325.16,315.8,wearing fancy clothes,,,ITALIAN,F
18905,"('NORDIC', 'F')",64.19,293.08,295.98,wearing fancy clothes,,,NORDIC,F
25475,"('HUNGARIAN', 'F')",64.24,297.2,296.34,wearing fancy clothes,,,HUNGARIAN,F
10145,"('GREEK', 'M')",64.53,345.67,294.8,wearing fancy clothes,,,GREEK,M
6495,"('FRENCH', 'F')",68.31,356.51,369.15,wearing fancy clothes,,,FRENCH,F
13795,"('INDIAN', 'M')",64.05,317.96,313.58,wearing fancy clothes,,,INDIAN,M
7225,"('FRENCH', 'M')",64.97,305.38,315.5,wearing fancy clothes,,,FRENCH,M
27665,"('KOREAN', 'F')",63.73,339.67,347.97,wearing fancy clothes,,,KOREAN,F
21825,"('THAI', 'F')",66.73,291.81,287.94,wearing fancy clothes,,,THAI,F
26935,"('ISRAELI', 'F')",64.32,284.85,286.95,wearing fancy clothes,,,ISRAELI,F
29125,"('ENGLISH', 'M')",69.81,350.37,328.23,wearing fancy clothes,,,ENGLISH,M
16715,"('JAPANESE', 'F')",63.29,300.85,313.05,wearing fancy clothes,,,JAPANESE,F
2115,"('ARAB', 'M')",66.09,381.64,341.13,wearing fancy clothes,,,ARAB,M
2845,"('BALTIC', 'M')",67.99,311.92,283.96,wearing fancy clothes,,,BALTIC,M
7955,"('GERMAN', 'F')",67.12,319.22,316.58,wearing fancy clothes,,,GERMAN,F
26205,"('BALTIC', 'F')",66.23,261.05,301.5,wearing fancy clothes,,,BALTIC,F
8685,"('GERMAN', 'M')",63.78,377.58,302.74,wearing fancy clothes,,,GERMAN,M
21095,"('SLAV', 'M')",68.44,334.13,293.95,wearing fancy clothes,,,SLAV,M
22555,"('TURKISH', 'F')",64.11,289.67,303.83,wearing fancy clothes,,,TURKISH,F
20365,"('SLAV', 'F')",66.98,330.69,320.74,wearing fancy clothes,,,SLAV,F
655,"('AFRICAN', 'M')",71.04,370.73,373.6,wearing fancy clothes,,,AFRICAN,M
9415,"('GREEK', 'F')",63.29,353.09,326.59,wearing fancy clothes,,,GREEK,F
11605,"('HISPANIC', 'M')",66.92,350.71,310.43,wearing fancy clothes,,,HISPANIC,M
24745,"('THAI', 'M')",67.69,260.71,262.25,wearing fancy clothes,,,THAI,M
1385,"('ARAB', 'F')",62.37,322.64,310.09,wearing fancy clothes,,,ARAB,F
15985,"('ITALIAN', 'M')",66.17,383.4,361.32,wearing fancy clothes,,,ITALIAN,M
5035,"('DUTCH', 'F')",64.45,297.05,306.58,wearing fancy clothes,,,DUTCH,F
14525,"('ISRAELI', 'M')",64.98,334.46,299.58,wearing fancy clothes,,,ISRAELI,M
10875,"('HISPANIC', 'F')",71.08,242.95,283.72,wearing fancy clothes,,,HISPANIC,F
28395,"('ENGLISH', 'F')",75.68,337.0,331.58,wearing fancy clothes,,,ENGLISH,F
23285,"('TURKISH', 'M')",65.28,309.64,309.28,wearing fancy clothes,,,TURKISH,M
4305,"('CHINESE', 'M')",70.81,359.84,348.25,wearing fancy clothes,,,CHINESE,M
24015,"('AFRICAN', 'F')",76.03,375.05,382.66,wearing fancy clothes,,,AFRICAN,F
17445,"('JAPANESE', 'M')",63.34,371.4,332.3,wearing fancy clothes,,,JAPANESE,M
19635,"('NORDIC', 'M')",66.63,279.28,280.95,wearing fancy clothes,,,NORDIC,M
3575,"('CHINESE', 'F')",71.08,274.96,291.28,wearing fancy clothes,,,CHINESE,F
5803,"('DUTCH', 'M')",44.24,285.76,252.66,well educated,,,DUTCH,M
16023,"('ITALIAN', 'M')",43.62,335.46,301.16,well educated,,,ITALIAN,M
16753,"('JAPANESE', 'F')",43.14,309.61,274.65,well educated,,,JAPANESE,F
7263,"('FRENCH', 'M')",45.17,271.3,247.32,well educated,,,FRENCH,M
10913,"('HISPANIC', 'F')",42.05,262.34,210.35,well educated,,,HISPANIC,F
18213,"('KOREAN', 'M')",46.04,269.04,261.76,well educated,,,KOREAN,M
10183,"('GREEK', 'M')",41.69,275.07,246.5,well educated,,,GREEK,M
693,"('AFRICAN', 'M')",40.99,312.55,249.17,well educated,,,AFRICAN,M
5073,"('DUTCH', 'F')",42.01,284.48,236.53,well educated,,,DUTCH,F
21133,"('SLAV', 'M')",42.0,284.85,250.52,well educated,,,SLAV,M
4343,"('CHINESE', 'M')",42.21,273.96,213.73,well educated,,,CHINESE,M
3613,"('CHINESE', 'F')",40.08,226.72,183.86,well educated,,,CHINESE,F
28433,"('ENGLISH', 'F')",41.98,295.01,254.48,well educated,,,ENGLISH,F
6533,"('FRENCH', 'F')",41.72,324.24,276.17,well educated,,,FRENCH,F
29163,"('ENGLISH', 'M')",44.25,293.16,271.07,well educated,,,ENGLISH,M
21863,"('THAI', 'F')",38.19,249.14,200.85,well educated,,,THAI,F
18943,"('NORDIC', 'F')",41.57,308.41,273.76,well educated,,,NORDIC,F
1423,"('ARAB', 'F')",39.23,301.84,249.91,well educated,,,ARAB,F
11643,"('HISPANIC', 'M')",43.55,297.89,272.23,well educated,,,HISPANIC,M
17483,"('JAPANESE', 'M')",45.01,311.76,287.69,well educated,,,JAPANESE,M
9453,"('GREEK', 'F')",41.06,305.5,247.65,well educated,,,GREEK,F
14563,"('ISRAELI', 'M')",43.95,304.69,287.76,well educated,,,ISRAELI,M
2153,"('ARAB', 'M')",40.57,331.07,274.62,well educated,,,ARAB,M
24053,"('AFRICAN', 'F')",39.39,304.71,251.95,well educated,,,AFRICAN,F
25513,"('HUNGARIAN', 'F')",40.84,290.48,243.13,well educated,,,HUNGARIAN,F
20403,"('SLAV', 'F')",41.38,325.25,254.58,well educated,,,SLAV,F
24783,"('THAI', 'M')",39.39,245.6,214.9,well educated,,,THAI,M
19673,"('NORDIC', 'M')",44.81,280.85,237.0,well educated,,,NORDIC,M
12373,"('HUNGARIAN', 'M')",43.11,293.72,270.02,well educated,,,HUNGARIAN,M
26243,"('BALTIC', 'F')",40.59,263.88,212.88,well educated,,,BALTIC,F
23323,"('TURKISH', 'M')",39.48,295.97,252.46,well educated,,,TURKISH,M
15293,"('ITALIAN', 'F')",40.54,300.4,265.06,well educated,,,ITALIAN,F
7993,"('GERMAN', 'F')",41.64,267.35,251.21,well educated,,,GERMAN,F
8723,"('GERMAN', 'M')",42.76,320.91,308.91,well educated,,,GERMAN,M
27703,"('KOREAN', 'F')",45.86,301.76,275.41,well educated,,,KOREAN,F
13103,"('INDIAN', 'F')",32.65,287.88,242.08,well educated,,,INDIAN,F
22593,"('TURKISH', 'F')",38.86,281.21,236.36,well educated,,,TURKISH,F
13833,"('INDIAN', 'M')",34.83,276.62,226.51,well educated,,,INDIAN,M
2883,"('BALTIC', 'M')",42.01,269.48,238.57,well educated,,,BALTIC,M
26973,"('ISRAELI', 'F')",42.61,282.94,262.97,well educated,,,ISRAELI,F
16885,"('JAPANESE', 'M')",62.83,452.97,397.62,well-built,body_type,fit,JAPANESE,M
23455,"('AFRICAN', 'F')",62.98,455.18,380.79,well-built,body_type,fit,AFRICAN,F
825,"('ARAB', 'F')",68.61,502.15,422.69,well-built,body_type,fit,ARAB,F
19075,"('NORDIC', 'M')",64.52,413.42,371.8,well-built,body_type,fit,NORDIC,M
21265,"('THAI', 'F')",65.61,424.46,353.93,well-built,body_type,fit,THAI,F
13235,"('INDIAN', 'M')",55.24,383.42,339.51,well-built,body_type,fit,INDIAN,M
11045,"('HISPANIC', 'M')",64.64,455.81,359.85,well-built,body_type,fit,HISPANIC,M
9585,"('GREEK', 'M')",58.85,436.04,341.77,well-built,body_type,fit,GREEK,M
20535,"('SLAV', 'M')",62.0,459.08,390.49,well-built,body_type,fit,SLAV,M
28565,"('ENGLISH', 'M')",64.5,440.79,389.72,well-built,body_type,fit,ENGLISH,M
3745,"('CHINESE', 'M')",62.57,413.38,346.94,well-built,body_type,fit,CHINESE,M
4475,"('DUTCH', 'F')",69.06,506.04,434.71,well-built,body_type,fit,DUTCH,F
17615,"('KOREAN', 'M')",64.8,396.29,375.88,well-built,body_type,fit,KOREAN,M
95,"('AFRICAN', 'M')",60.78,465.22,345.24,well-built,body_type,fit,AFRICAN,M
8125,"('GERMAN', 'M')",64.07,467.0,394.69,well-built,body_type,fit,GERMAN,M
24915,"('HUNGARIAN', 'F')",65.78,478.64,383.14,well-built,body_type,fit,HUNGARIAN,F
25645,"('BALTIC', 'F')",65.37,435.95,354.87,well-built,body_type,fit,BALTIC,F
27105,"('KOREAN', 'F')",72.95,515.62,477.96,well-built,body_type,fit,KOREAN,F
3015,"('CHINESE', 'F')",64.88,382.9,322.15,well-built,body_type,fit,CHINESE,F
10315,"('HISPANIC', 'F')",72.22,421.03,355.32,well-built,body_type,fit,HISPANIC,F
26375,"('ISRAELI', 'F')",69.84,462.12,420.52,well-built,body_type,fit,ISRAELI,F
12505,"('INDIAN', 'F')",62.93,417.72,354.12,well-built,body_type,fit,INDIAN,F
27835,"('ENGLISH', 'F')",70.84,516.67,455.99,well-built,body_type,fit,ENGLISH,F
8855,"('GREEK', 'F')",65.29,506.44,417.21,well-built,body_type,fit,GREEK,F
11775,"('HUNGARIAN', 'M')",61.52,499.3,400.44,well-built,body_type,fit,HUNGARIAN,M
16155,"('JAPANESE', 'F')",68.65,465.54,412.11,well-built,body_type,fit,JAPANESE,F
19805,"('SLAV', 'F')",68.72,532.99,419.74,well-built,body_type,fit,SLAV,F
7395,"('GERMAN', 'F')",70.42,479.91,412.97,well-built,body_type,fit,GERMAN,F
5205,"('DUTCH', 'M')",67.29,451.46,382.14,well-built,body_type,fit,DUTCH,M
2285,"('BALTIC', 'M')",57.5,432.79,366.86,well-built,body_type,fit,BALTIC,M
5935,"('FRENCH', 'F')",69.22,502.81,406.28,well-built,body_type,fit,FRENCH,F
15425,"('ITALIAN', 'M')",62.33,513.32,427.77,well-built,body_type,fit,ITALIAN,M
21995,"('TURKISH', 'F')",66.87,489.89,403.29,well-built,body_type,fit,TURKISH,F
6665,"('FRENCH', 'M')",64.81,398.98,336.54,well-built,body_type,fit,FRENCH,M
1555,"('ARAB', 'M')",60.75,495.0,414.0,well-built,body_type,fit,ARAB,M
13965,"('ISRAELI', 'M')",62.52,429.14,424.0,well-built,body_type,fit,ISRAELI,M
24185,"('THAI', 'M')",61.9,365.58,317.28,well-built,body_type,fit,THAI,M
22725,"('TURKISH', 'M')",60.13,476.46,397.45,well-built,body_type,fit,TURKISH,M
18345,"('NORDIC', 'F')",66.49,443.98,390.8,well-built,body_type,fit,NORDIC,F
14695,"('ITALIAN', 'F')",69.69,465.2,406.53,well-built,body_type,fit,ITALIAN,F
15239,"('ITALIAN', 'F')",54.06,201.19,204.11,well-dressed,,,ITALIAN,F
21079,"('SLAV', 'M')",56.03,218.62,218.33,well-dressed,,,SLAV,M
10129,"('GREEK', 'M')",53.21,226.03,215.94,well-dressed,,,GREEK,M
13049,"('INDIAN', 'F')",51.52,219.54,215.37,well-dressed,,,INDIAN,F
3559,"('CHINESE', 'F')",53.41,151.8,166.44,well-dressed,,,CHINESE,F
18159,"('KOREAN', 'M')",52.3,179.03,198.13,well-dressed,,,KOREAN,M
25459,"('HUNGARIAN', 'F')",54.07,195.8,200.96,well-dressed,,,HUNGARIAN,F
28379,"('ENGLISH', 'F')",53.74,197.37,195.91,well-dressed,,,ENGLISH,F
16699,"('JAPANESE', 'F')",52.03,195.65,203.85,well-dressed,,,JAPANESE,F
9399,"('GREEK', 'F')",55.7,227.25,229.04,well-dressed,,,GREEK,F
21809,"('THAI', 'F')",52.84,187.73,185.18,well-dressed,,,THAI,F
10859,"('HISPANIC', 'F')",55.59,146.67,159.43,well-dressed,,,HISPANIC,F
8669,"('GERMAN', 'M')",52.51,232.9,226.67,well-dressed,,,GERMAN,M
12319,"('HUNGARIAN', 'M')",53.82,224.22,213.46,well-dressed,,,HUNGARIAN,M
26189,"('BALTIC', 'F')",54.79,162.56,173.76,well-dressed,,,BALTIC,F
23269,"('TURKISH', 'M')",51.38,205.67,208.01,well-dressed,,,TURKISH,M
2099,"('ARAB', 'M')",52.68,262.94,247.33,well-dressed,,,ARAB,M
13779,"('INDIAN', 'M')",50.07,233.09,216.04,well-dressed,,,INDIAN,M
6479,"('FRENCH', 'F')",54.12,218.32,218.49,well-dressed,,,FRENCH,F
17429,"('JAPANESE', 'M')",50.23,244.36,232.38,well-dressed,,,JAPANESE,M
22539,"('TURKISH', 'F')",52.77,191.43,199.08,well-dressed,,,TURKISH,F
11589,"('HISPANIC', 'M')",52.28,205.02,195.04,well-dressed,,,HISPANIC,M
5749,"('DUTCH', 'M')",59.12,197.78,211.02,well-dressed,,,DUTCH,M
18889,"('NORDIC', 'F')",52.37,184.77,198.55,well-dressed,,,NORDIC,F
1369,"('ARAB', 'F')",52.62,201.12,209.4,well-dressed,,,ARAB,F
7939,"('GERMAN', 'F')",55.65,195.92,213.04,well-dressed,,,GERMAN,F
20349,"('SLAV', 'F')",57.94,219.23,219.35,well-dressed,,,SLAV,F
29109,"('ENGLISH', 'M')",50.49,192.24,200.42,well-dressed,,,ENGLISH,M
27649,"('KOREAN', 'F')",56.01,226.18,237.01,well-dressed,,,KOREAN,F
26919,"('ISRAELI', 'F')",53.41,173.31,190.02,well-dressed,,,ISRAELI,F
4289,"('CHINESE', 'M')",53.75,206.91,210.41,well-dressed,,,CHINESE,M
7209,"('FRENCH', 'M')",53.21,187.5,197.4,well-dressed,,,FRENCH,M
24729,"('THAI', 'M')",52.3,157.56,167.6,well-dressed,,,THAI,M
15969,"('ITALIAN', 'M')",52.96,257.53,246.24,well-dressed,,,ITALIAN,M
5019,"('DUTCH', 'F')",57.39,212.17,223.56,well-dressed,,,DUTCH,F
14509,"('ISRAELI', 'M')",53.86,211.57,212.96,well-dressed,,,ISRAELI,M
19619,"('NORDIC', 'M')",53.92,173.12,184.71,well-dressed,,,NORDIC,M
2829,"('BALTIC', 'M')",52.18,191.3,189.72,well-dressed,,,BALTIC,M
23999,"('AFRICAN', 'F')",50.82,187.89,190.51,well-dressed,,,AFRICAN,F
639,"('AFRICAN', 'M')",51.09,227.86,207.97,well-dressed,,,AFRICAN,M
8917,"('GREEK', 'F')",36.87,150.01,130.09,well-groomed,body_type,miscellaneous,GREEK,F
24247,"('THAI', 'M')",33.79,81.92,77.5,well-groomed,body_type,miscellaneous,THAI,M
18407,"('NORDIC', 'F')",34.42,106.85,99.18,well-groomed,body_type,miscellaneous,NORDIC,F
9647,"('GREEK', 'M')",35.16,138.05,110.35,well-groomed,body_type,miscellaneous,GREEK,M
22787,"('TURKISH', 'M')",34.6,121.0,109.25,well-groomed,body_type,miscellaneous,TURKISH,M
7457,"('GERMAN', 'F')",35.84,127.15,115.92,well-groomed,body_type,miscellaneous,GERMAN,F
6727,"('FRENCH', 'M')",33.63,111.71,99.14,well-groomed,body_type,miscellaneous,FRENCH,M
19137,"('NORDIC', 'M')",37.05,108.68,98.9,well-groomed,body_type,miscellaneous,NORDIC,M
12567,"('INDIAN', 'F')",34.45,128.7,119.43,well-groomed,body_type,miscellaneous,INDIAN,F
11107,"('HISPANIC', 'M')",37.51,126.07,107.15,well-groomed,body_type,miscellaneous,HISPANIC,M
887,"('ARAB', 'F')",37.34,131.62,121.76,well-groomed,body_type,miscellaneous,ARAB,F
23517,"('AFRICAN', 'F')",35.17,123.52,110.06,well-groomed,body_type,miscellaneous,AFRICAN,F
11837,"('HUNGARIAN', 'M')",36.6,137.88,119.53,well-groomed,body_type,miscellaneous,HUNGARIAN,M
157,"('AFRICAN', 'M')",35.9,145.18,117.76,well-groomed,body_type,miscellaneous,AFRICAN,M
10377,"('HISPANIC', 'F')",35.28,82.32,78.48,well-groomed,body_type,miscellaneous,HISPANIC,F
8187,"('GERMAN', 'M')",33.31,142.95,125.03,well-groomed,body_type,miscellaneous,GERMAN,M
17677,"('KOREAN', 'M')",34.01,99.39,96.9,well-groomed,body_type,miscellaneous,KOREAN,M
24977,"('HUNGARIAN', 'F')",35.07,121.2,110.54,well-groomed,body_type,miscellaneous,HUNGARIAN,F
21327,"('THAI', 'F')",34.99,107.12,93.0,well-groomed,body_type,miscellaneous,THAI,F
5267,"('DUTCH', 'M')",37.11,116.17,100.12,well-groomed,body_type,miscellaneous,DUTCH,M
4537,"('DUTCH', 'F')",36.59,127.88,113.04,well-groomed,body_type,miscellaneous,DUTCH,F
25707,"('BALTIC', 'F')",33.54,91.6,83.47,well-groomed,body_type,miscellaneous,BALTIC,F
28627,"('ENGLISH', 'M')",34.24,122.76,109.6,well-groomed,body_type,miscellaneous,ENGLISH,M
13297,"('INDIAN', 'M')",35.34,129.72,120.85,well-groomed,body_type,miscellaneous,INDIAN,M
14757,"('ITALIAN', 'F')",34.44,127.21,114.98,well-groomed,body_type,miscellaneous,ITALIAN,F
19867,"('SLAV', 'F')",35.66,137.97,122.13,well-groomed,body_type,miscellaneous,SLAV,F
27897,"('ENGLISH', 'F')",36.76,124.88,108.13,well-groomed,body_type,miscellaneous,ENGLISH,F
16217,"('JAPANESE', 'F')",35.05,112.02,106.41,well-groomed,body_type,miscellaneous,JAPANESE,F
14027,"('ISRAELI', 'M')",38.74,128.7,114.94,well-groomed,body_type,miscellaneous,ISRAELI,M
2347,"('BALTIC', 'M')",33.7,113.88,103.62,well-groomed,body_type,miscellaneous,BALTIC,M
3807,"('CHINESE', 'M')",36.32,128.05,114.07,well-groomed,body_type,miscellaneous,CHINESE,M
15487,"('ITALIAN', 'M')",34.8,160.31,137.14,well-groomed,body_type,miscellaneous,ITALIAN,M
20597,"('SLAV', 'M')",36.18,131.28,118.67,well-groomed,body_type,miscellaneous,SLAV,M
1617,"('ARAB', 'M')",36.64,167.74,144.66,well-groomed,body_type,miscellaneous,ARAB,M
26437,"('ISRAELI', 'F')",37.15,104.83,100.45,well-groomed,body_type,miscellaneous,ISRAELI,F
27167,"('KOREAN', 'F')",36.23,140.78,132.05,well-groomed,body_type,miscellaneous,KOREAN,F
22057,"('TURKISH', 'F')",34.79,112.68,103.56,well-groomed,body_type,miscellaneous,TURKISH,F
5997,"('FRENCH', 'F')",35.25,140.36,124.88,well-groomed,body_type,miscellaneous,FRENCH,F
16947,"('JAPANESE', 'M')",34.73,142.37,122.73,well-groomed,body_type,miscellaneous,JAPANESE,M
3077,"('CHINESE', 'F')",35.03,89.85,83.08,well-groomed,body_type,miscellaneous,CHINESE,F
11499,"('HISPANIC', 'M')",75.22,523.27,466.54,well-off,socioeconomic_class,upper_class,HISPANIC,M
19529,"('NORDIC', 'M')",79.67,570.56,520.74,well-off,socioeconomic_class,upper_class,NORDIC,M
23179,"('TURKISH', 'M')",75.05,567.07,496.59,well-off,socioeconomic_class,upper_class,TURKISH,M
12229,"('HUNGARIAN', 'M')",79.08,598.84,527.75,well-off,socioeconomic_class,upper_class,HUNGARIAN,M
6389,"('FRENCH', 'F')",81.54,678.87,585.37,well-off,socioeconomic_class,upper_class,FRENCH,F
23909,"('AFRICAN', 'F')",80.03,618.02,508.1,well-off,socioeconomic_class,upper_class,AFRICAN,F
26099,"('BALTIC', 'F')",88.58,618.13,526.6,well-off,socioeconomic_class,upper_class,BALTIC,F
5659,"('DUTCH', 'M')",84.75,579.02,508.12,well-off,socioeconomic_class,upper_class,DUTCH,M
21719,"('THAI', 'F')",72.17,556.38,461.09,well-off,socioeconomic_class,upper_class,THAI,F
2739,"('BALTIC', 'M')",76.86,561.83,510.39,well-off,socioeconomic_class,upper_class,BALTIC,M
22449,"('TURKISH', 'F')",81.24,590.79,532.72,well-off,socioeconomic_class,upper_class,TURKISH,F
9309,"('GREEK', 'F')",85.08,663.82,578.21,well-off,socioeconomic_class,upper_class,GREEK,F
26829,"('ISRAELI', 'F')",87.02,591.54,556.08,well-off,socioeconomic_class,upper_class,ISRAELI,F
10039,"('GREEK', 'M')",77.47,555.0,461.88,well-off,socioeconomic_class,upper_class,GREEK,M
20259,"('SLAV', 'F')",93.13,689.91,612.52,well-off,socioeconomic_class,upper_class,SLAV,F
4929,"('DUTCH', 'F')",87.68,652.35,622.95,well-off,socioeconomic_class,upper_class,DUTCH,F
8579,"('GERMAN', 'M')",72.65,546.43,499.71,well-off,socioeconomic_class,upper_class,GERMAN,M
15149,"('ITALIAN', 'F')",79.42,605.1,534.74,well-off,socioeconomic_class,upper_class,ITALIAN,F
13689,"('INDIAN', 'M')",69.12,536.26,450.68,well-off,socioeconomic_class,upper_class,INDIAN,M
4199,"('CHINESE', 'M')",65.66,513.99,399.61,well-off,socioeconomic_class,upper_class,CHINESE,M
7849,"('GERMAN', 'F')",85.09,583.84,591.71,well-off,socioeconomic_class,upper_class,GERMAN,F
20989,"('SLAV', 'M')",84.55,629.82,564.56,well-off,socioeconomic_class,upper_class,SLAV,M
12959,"('INDIAN', 'F')",72.88,565.43,483.13,well-off,socioeconomic_class,upper_class,INDIAN,F
18069,"('KOREAN', 'M')",71.64,524.17,481.24,well-off,socioeconomic_class,upper_class,KOREAN,M
24639,"('THAI', 'M')",71.16,513.08,436.86,well-off,socioeconomic_class,upper_class,THAI,M
18799,"('NORDIC', 'F')",81.01,578.34,514.96,well-off,socioeconomic_class,upper_class,NORDIC,F
7119,"('FRENCH', 'M')",74.13,556.62,491.45,well-off,socioeconomic_class,upper_class,FRENCH,M
29019,"('ENGLISH', 'M')",87.33,607.78,536.06,well-off,socioeconomic_class,upper_class,ENGLISH,M
27559,"('KOREAN', 'F')",80.18,618.11,593.84,well-off,socioeconomic_class,upper_class,KOREAN,F
14419,"('ISRAELI', 'M')",76.4,505.27,514.2,well-off,socioeconomic_class,upper_class,ISRAELI,M
15879,"('ITALIAN', 'M')",71.07,625.42,547.41,well-off,socioeconomic_class,upper_class,ITALIAN,M
1279,"('ARAB', 'F')",79.04,585.93,542.95,well-off,socioeconomic_class,upper_class,ARAB,F
3469,"('CHINESE', 'F')",70.24,484.76,381.39,well-off,socioeconomic_class,upper_class,CHINESE,F
25369,"('HUNGARIAN', 'F')",86.9,611.38,569.65,well-off,socioeconomic_class,upper_class,HUNGARIAN,F
10769,"('HISPANIC', 'F')",88.72,571.21,528.86,well-off,socioeconomic_class,upper_class,HISPANIC,F
17339,"('JAPANESE', 'M')",66.02,564.56,488.87,well-off,socioeconomic_class,upper_class,JAPANESE,M
549,"('AFRICAN', 'M')",74.96,577.75,439.87,well-off,socioeconomic_class,upper_class,AFRICAN,M
28289,"('ENGLISH', 'F')",90.88,654.69,580.48,well-off,socioeconomic_class,upper_class,ENGLISH,F
16609,"('JAPANESE', 'F')",73.73,584.09,528.61,well-off,socioeconomic_class,upper_class,JAPANESE,F
2009,"('ARAB', 'M')",74.34,625.89,547.15,well-off,socioeconomic_class,upper_class,ARAB,M
9310,"('GREEK', 'F')",60.94,308.44,300.48,well-to-do,socioeconomic_class,upper_class,GREEK,F
18070,"('KOREAN', 'M')",55.61,217.71,224.98,well-to-do,socioeconomic_class,upper_class,KOREAN,M
14420,"('ISRAELI', 'M')",53.58,210.97,238.21,well-to-do,socioeconomic_class,upper_class,ISRAELI,M
17340,"('JAPANESE', 'M')",51.63,251.35,249.58,well-to-do,socioeconomic_class,upper_class,JAPANESE,M
8580,"('GERMAN', 'M')",50.01,238.97,254.0,well-to-do,socioeconomic_class,upper_class,GERMAN,M
27560,"('KOREAN', 'F')",61.43,300.88,304.4,well-to-do,socioeconomic_class,upper_class,KOREAN,F
15880,"('ITALIAN', 'M')",55.73,298.1,304.35,well-to-do,socioeconomic_class,upper_class,ITALIAN,M
20990,"('SLAV', 'M')",60.46,273.19,275.07,well-to-do,socioeconomic_class,upper_class,SLAV,M
20260,"('SLAV', 'F')",63.52,299.15,289.86,well-to-do,socioeconomic_class,upper_class,SLAV,F
24640,"('THAI', 'M')",53.44,197.4,189.8,well-to-do,socioeconomic_class,upper_class,THAI,M
13690,"('INDIAN', 'M')",50.26,253.56,237.05,well-to-do,socioeconomic_class,upper_class,INDIAN,M
10770,"('HISPANIC', 'F')",62.0,218.28,220.91,well-to-do,socioeconomic_class,upper_class,HISPANIC,F
22450,"('TURKISH', 'F')",57.88,252.21,251.16,well-to-do,socioeconomic_class,upper_class,TURKISH,F
1280,"('ARAB', 'F')",56.85,268.49,269.83,well-to-do,socioeconomic_class,upper_class,ARAB,F
5660,"('DUTCH', 'M')",52.78,225.93,216.6,well-to-do,socioeconomic_class,upper_class,DUTCH,M
2740,"('BALTIC', 'M')",55.36,230.19,238.56,well-to-do,socioeconomic_class,upper_class,BALTIC,M
550,"('AFRICAN', 'M')",50.09,274.29,237.44,well-to-do,socioeconomic_class,upper_class,AFRICAN,M
12230,"('HUNGARIAN', 'M')",55.62,254.07,255.68,well-to-do,socioeconomic_class,upper_class,HUNGARIAN,M
2010,"('ARAB', 'M')",54.75,308.54,287.15,well-to-do,socioeconomic_class,upper_class,ARAB,M
26100,"('BALTIC', 'F')",58.93,227.3,215.86,well-to-do,socioeconomic_class,upper_class,BALTIC,F
23910,"('AFRICAN', 'F')",51.1,255.43,236.29,well-to-do,socioeconomic_class,upper_class,AFRICAN,F
3470,"('CHINESE', 'F')",55.54,200.35,193.01,well-to-do,socioeconomic_class,upper_class,CHINESE,F
7850,"('GERMAN', 'F')",57.38,240.34,267.14,well-to-do,socioeconomic_class,upper_class,GERMAN,F
21720,"('THAI', 'F')",53.95,242.0,220.83,well-to-do,socioeconomic_class,upper_class,THAI,F
4930,"('DUTCH', 'F')",53.83,257.36,245.76,well-to-do,socioeconomic_class,upper_class,DUTCH,F
19530,"('NORDIC', 'M')",53.41,219.45,226.94,well-to-do,socioeconomic_class,upper_class,NORDIC,M
7120,"('FRENCH', 'M')",53.54,227.7,241.71,well-to-do,socioeconomic_class,upper_class,FRENCH,M
28290,"('ENGLISH', 'F')",57.67,263.86,256.55,well-to-do,socioeconomic_class,upper_class,ENGLISH,F
15150,"('ITALIAN', 'F')",58.81,262.1,269.16,well-to-do,socioeconomic_class,upper_class,ITALIAN,F
4200,"('CHINESE', 'M')",54.0,249.06,214.7,well-to-do,socioeconomic_class,upper_class,CHINESE,M
